ID,u1,u2,u3,u4,u5,u6
492,0.35,-0.3,-0.25,-0.35,0.3,-0.25
493,0.35,-0.3,-0.25,-0.35,0.3,0.0
494,0.35,-0.3,-0.25,-0.35,0.3,0.25
495,0.35,-0.3,-0.25,0.0,-0.3,-0.25
496,0.35,-0.3,-0.25,0.0,-0.3,0.0
497,0.35,-0.3,-0.25,0.0,-0.3,0.25
498,0.35,-0.3,-0.25,0.0,0.0,-0.25
499,0.35,-0.3,-0.25,0.0,0.0,0.0
500,0.35,-0.3,-0.25,0.0,0.0,0.25
501,0.35,-0.3,-0.25,0.0,0.3,-0.25
502,0.35,-0.3,-0.25,0.0,0.3,0.0
503,0.35,-0.3,-0.25,0.0,0.3,0.25
504,0.35,-0.3,-0.25,0.35,-0.3,-0.25
505,0.35,-0.3,-0.25,0.35,-0.3,0.0
506,0.35,-0.3,-0.25,0.35,-0.3,0.25
507,0.35,-0.3,-0.25,0.35,0.0,-0.25
508,0.35,-0.3,-0.25,0.35,0.0,0.0
509,0.35,-0.3,-0.25,0.35,0.0,0.25
510,0.35,-0.3,-0.25,0.35,0.3,-0.25
511,0.35,-0.3,-0.25,0.35,0.3,0.0
512,0.35,-0.3,-0.25,0.35,0.3,0.25
513,0.35,-0.3,0.0,-0.35,-0.3,-0.25
514,0.35,-0.3,0.0,-0.35,-0.3,0.0
515,0.35,-0.3,0.0,-0.35,-0.3,0.25
516,0.35,-0.3,0.0,-0.35,0.0,-0.25
517,0.35,-0.3,0.0,-0.35,0.0,0.0
518,0.35,-0.3,0.0,-0.35,0.0,0.25
519,0.35,-0.3,0.0,-0.35,0.3,-0.25
520,0.35,-0.3,0.0,-0.35,0.3,0.0
521,0.35,-0.3,0.0,-0.35,0.3,0.25
522,0.35,-0.3,0.0,0.0,-0.3,-0.25
523,0.35,-0.3,0.0,0.0,-0.3,0.0
524,0.35,-0.3,0.0,0.0,-0.3,0.25
525,0.35,-0.3,0.0,0.0,0.0,-0.25
526,0.35,-0.3,0.0,0.0,0.0,0.0
527,0.35,-0.3,0.0,0.0,0.0,0.25
528,0.35,-0.3,0.0,0.0,0.3,-0.25
529,0.35,-0.3,0.0,0.0,0.3,0.0
530,0.35,-0.3,0.0,0.0,0.3,0.25
531,0.35,-0.3,0.0,0.35,-0.3,-0.25
532,0.35,-0.3,0.0,0.35,-0.3,0.0
533,0.35,-0.3,0.0,0.35,-0.3,0.25
534,0.35,-0.3,0.0,0.35,0.0,-0.25
535,0.35,-0.3,0.0,0.35,0.0,0.0
536,0.35,-0.3,0.0,0.35,0.0,0.25
537,0.35,-0.3,0.0,0.35,0.3,-0.25
538,0.35,-0.3,0.0,0.35,0.3,0.0
539,0.35,-0.3,0.0,0.35,0.3,0.25
540,0.35,-0.3,0.25,-0.35,-0.3,-0.25
541,0.35,-0.3,0.25,-0.35,-0.3,0.0
542,0.35,-0.3,0.25,-0.35,-0.3,0.25
543,0.35,-0.3,0.25,-0.35,0.0,-0.25
544,0.35,-0.3,0.25,-0.35,0.0,0.0
545,0.35,-0.3,0.25,-0.35,0.0,0.25
546,0.35,-0.3,0.25,-0.35,0.3,-0.25
547,0.35,-0.3,0.25,-0.35,0.3,0.0
548,0.35,-0.3,0.25,-0.35,0.3,0.25
549,0.35,-0.3,0.25,0.0,-0.3,-0.25
550,0.35,-0.3,0.25,0.0,-0.3,0.0
551,0.35,-0.3,0.25,0.0,-0.3,0.25
552,0.35,-0.3,0.25,0.0,0.0,-0.25
553,0.35,-0.3,0.25,0.0,0.0,0.0
554,0.35,-0.3,0.25,0.0,0.0,0.25
555,0.35,-0.3,0.25,0.0,0.3,-0.25
556,0.35,-0.3,0.25,0.0,0.3,0.0
557,0.35,-0.3,0.25,0.0,0.3,0.25
558,0.35,-0.3,0.25,0.35,-0.3,-0.25
559,0.35,-0.3,0.25,0.35,-0.3,0.0
560,0.35,-0.3,0.25,0.35,-0.3,0.25
561,0.35,-0.3,0.25,0.35,0.0,-0.25
562,0.35,-0.3,0.25,0.35,0.0,0.0
563,0.35,-0.3,0.25,0.35,0.0,0.25
564,0.35,-0.3,0.25,0.35,0.3,-0.25
565,0.35,-0.3,0.25,0.35,0.3,0.0
566,0.35,-0.3,0.25,0.35,0.3,0.25
567,0.35,0.0,-0.25,-0.35,-0.3,-0.25
568,0.35,0.0,-0.25,-0.35,-0.3,0.0
569,0.35,0.0,-0.25,-0.35,-0.3,0.25
570,0.35,0.0,-0.25,-0.35,0.0,-0.25
571,0.35,0.0,-0.25,-0.35,0.0,0.0
572,0.35,0.0,-0.25,-0.35,0.0,0.25
573,0.35,0.0,-0.25,-0.35,0.3,-0.25
574,0.35,0.0,-0.25,-0.35,0.3,0.0
575,0.35,0.0,-0.25,-0.35,0.3,0.25
576,0.35,0.0,-0.25,0.0,-0.3,-0.25
577,0.35,0.0,-0.25,0.0,-0.3,0.0
578,0.35,0.0,-0.25,0.0,-0.3,0.25
579,0.35,0.0,-0.25,0.0,0.0,-0.25
580,0.35,0.0,-0.25,0.0,0.0,0.0
581,0.35,0.0,-0.25,0.0,0.0,0.25
582,0.35,0.0,-0.25,0.0,0.3,-0.25
583,0.35,0.0,-0.25,0.0,0.3,0.0
584,0.35,0.0,-0.25,0.0,0.3,0.25
585,0.35,0.0,-0.25,0.35,-0.3,-0.25
586,0.35,0.0,-0.25,0.35,-0.3,0.0
587,0.35,0.0,-0.25,0.35,-0.3,0.25
588,0.35,0.0,-0.25,0.35,0.0,-0.25
589,0.35,0.0,-0.25,0.35,0.0,0.0
590,0.35,0.0,-0.25,0.35,0.0,0.25
591,0.35,0.0,-0.25,0.35,0.3,-0.25
592,0.35,0.0,-0.25,0.35,0.3,0.0
593,0.35,0.0,-0.25,0.35,0.3,0.25
594,0.35,0.0,0.0,-0.35,-0.3,-0.25
595,0.35,0.0,0.0,-0.35,-0.3,0.0
596,0.35,0.0,0.0,-0.35,-0.3,0.25
597,0.35,0.0,0.0,-0.35,0.0,-0.25
598,0.35,0.0,0.0,-0.35,0.0,0.0
599,0.35,0.0,0.0,-0.35,0.0,0.25
600,0.35,0.0,0.0,-0.35,0.3,-0.25
601,0.35,0.0,0.0,-0.35,0.3,0.0
602,0.35,0.0,0.0,-0.35,0.3,0.25
603,0.35,0.0,0.0,0.0,-0.3,-0.25
604,0.35,0.0,0.0,0.0,-0.3,0.0
605,0.35,0.0,0.0,0.0,-0.3,0.25
606,0.35,0.0,0.0,0.0,0.0,-0.25
607,0.35,0.0,0.0,0.0,0.0,0.0
608,0.35,0.0,0.0,0.0,0.0,0.25
609,0.35,0.0,0.0,0.0,0.3,-0.25
610,0.35,0.0,0.0,0.0,0.3,0.0
611,0.35,0.0,0.0,0.0,0.3,0.25
612,0.35,0.0,0.0,0.35,-0.3,-0.25
613,0.35,0.0,0.0,0.35,-0.3,0.0
614,0.35,0.0,0.0,0.35,-0.3,0.25
615,0.35,0.0,0.0,0.35,0.0,-0.25
616,0.35,0.0,0.0,0.35,0.0,0.0
617,0.35,0.0,0.0,0.35,0.0,0.25
618,0.35,0.0,0.0,0.35,0.3,-0.25
619,0.35,0.0,0.0,0.35,0.3,0.0
620,0.35,0.0,0.0,0.35,0.3,0.25
621,0.35,0.0,0.25,-0.35,-0.3,-0.25
622,0.35,0.0,0.25,-0.35,-0.3,0.0
623,0.35,0.0,0.25,-0.35,-0.3,0.25
624,0.35,0.0,0.25,-0.35,0.0,-0.25
625,0.35,0.0,0.25,-0.35,0.0,0.0
626,0.35,0.0,0.25,-0.35,0.0,0.25
627,0.35,0.0,0.25,-0.35,0.3,-0.25
628,0.35,0.0,0.25,-0.35,0.3,0.0
629,0.35,0.0,0.25,-0.35,0.3,0.25
630,0.35,0.0,0.25,0.0,-0.3,-0.25
631,0.35,0.0,0.25,0.0,-0.3,0.0
632,0.35,0.0,0.25,0.0,-0.3,0.25
633,0.35,0.0,0.25,0.0,0.0,-0.25
634,0.35,0.0,0.25,0.0,0.0,0.0
635,0.35,0.0,0.25,0.0,0.0,0.25
636,0.35,0.0,0.25,0.0,0.3,-0.25
637,0.35,0.0,0.25,0.0,0.3,0.0
638,0.35,0.0,0.25,0.0,0.3,0.25
639,0.35,0.0,0.25,0.35,-0.3,-0.25
640,0.35,0.0,0.25,0.35,-0.3,0.0
641,0.35,0.0,0.25,0.35,-0.3,0.25
642,0.35,0.0,0.25,0.35,0.0,-0.25
643,0.35,0.0,0.25,0.35,0.0,0.0
644,0.35,0.0,0.25,0.35,0.0,0.25
645,0.35,0.0,0.25,0.35,0.3,-0.25
646,0.35,0.0,0.25,0.35,0.3,0.0
647,0.35,0.0,0.25,0.35,0.3,0.25
648,0.35,0.3,-0.25,-0.35,-0.3,-0.25
649,0.35,0.3,-0.25,-0.35,-0.3,0.0
650,0.35,0.3,-0.25,-0.35,-0.3,0.25
651,0.35,0.3,-0.25,-0.35,0.0,-0.25
652,0.35,0.3,-0.25,-0.35,0.0,0.0
653,0.35,0.3,-0.25,-0.35,0.0,0.25
654,0.35,0.3,-0.25,-0.35,0.3,-0.25
655,0.35,0.3,-0.25,-0.35,0.3,0.0
656,0.35,0.3,-0.25,-0.35,0.3,0.25
657,0.35,0.3,-0.25,0.0,-0.3,-0.25
658,0.35,0.3,-0.25,0.0,-0.3,0.0
659,0.35,0.3,-0.25,0.0,-0.3,0.25
660,0.35,0.3,-0.25,0.0,0.0,-0.25
661,0.35,0.3,-0.25,0.0,0.0,0.0
662,0.35,0.3,-0.25,0.0,0.0,0.25
663,0.35,0.3,-0.25,0.0,0.3,-0.25
664,0.35,0.3,-0.25,0.0,0.3,0.0
665,0.35,0.3,-0.25,0.0,0.3,0.25
666,0.35,0.3,-0.25,0.35,-0.3,-0.25
667,0.35,0.3,-0.25,0.35,-0.3,0.0
668,0.35,0.3,-0.25,0.35,-0.3,0.25
669,0.35,0.3,-0.25,0.35,0.0,-0.25
670,0.35,0.3,-0.25,0.35,0.0,0.0
671,0.35,0.3,-0.25,0.35,0.0,0.25
672,0.35,0.3,-0.25,0.35,0.3,-0.25
673,0.35,0.3,-0.25,0.35,0.3,0.0
674,0.35,0.3,-0.25,0.35,0.3,0.25
675,0.35,0.3,0.0,-0.35,-0.3,-0.25
676,0.35,0.3,0.0,-0.35,-0.3,0.0
677,0.35,0.3,0.0,-0.35,-0.3,0.25
678,0.35,0.3,0.0,-0.35,0.0,-0.25
679,0.35,0.3,0.0,-0.35,0.0,0.0
680,0.35,0.3,0.0,-0.35,0.0,0.25
681,0.35,0.3,0.0,-0.35,0.3,-0.25
682,0.35,0.3,0.0,-0.35,0.3,0.0
683,0.35,0.3,0.0,-0.35,0.3,0.25
684,0.35,0.3,0.0,0.0,-0.3,-0.25
685,0.35,0.3,0.0,0.0,-0.3,0.0
686,0.35,0.3,0.0,0.0,-0.3,0.25
687,0.35,0.3,0.0,0.0,0.0,-0.25
688,0.35,0.3,0.0,0.0,0.0,0.0
689,0.35,0.3,0.0,0.0,0.0,0.25
690,0.35,0.3,0.0,0.0,0.3,-0.25
691,0.35,0.3,0.0,0.0,0.3,0.0
692,0.35,0.3,0.0,0.0,0.3,0.25
693,0.35,0.3,0.0,0.35,-0.3,-0.25
694,0.35,0.3,0.0,0.35,-0.3,0.0
695,0.35,0.3,0.0,0.35,-0.3,0.25
696,0.35,0.3,0.0,0.35,0.0,-0.25
697,0.35,0.3,0.0,0.35,0.0,0.0
698,0.35,0.3,0.0,0.35,0.0,0.25
699,0.35,0.3,0.0,0.35,0.3,-0.25
700,0.35,0.3,0.0,0.35,0.3,0.0
701,0.35,0.3,0.0,0.35,0.3,0.25
702,0.35,0.3,0.25,-0.35,-0.3,-0.25
703,0.35,0.3,0.25,-0.35,-0.3,0.0
704,0.35,0.3,0.25,-0.35,-0.3,0.25
705,0.35,0.3,0.25,-0.35,0.0,-0.25
706,0.35,0.3,0.25,-0.35,0.0,0.0
707,0.35,0.3,0.25,-0.35,0.0,0.25
708,0.35,0.3,0.25,-0.35,0.3,-0.25
709,0.35,0.3,0.25,-0.35,0.3,0.0
710,0.35,0.3,0.25,-0.35,0.3,0.25
711,0.35,0.3,0.25,0.0,-0.3,-0.25
712,0.35,0.3,0.25,0.0,-0.3,0.0
713,0.35,0.3,0.25,0.0,-0.3,0.25
714,0.35,0.3,0.25,0.0,0.0,-0.25
715,0.35,0.3,0.25,0.0,0.0,0.0
716,0.35,0.3,0.25,0.0,0.0,0.25
717,0.35,0.3,0.25,0.0,0.3,-0.25
718,0.35,0.3,0.25,0.0,0.3,0.0
719,0.35,0.3,0.25,0.0,0.3,0.25
720,0.35,0.3,0.25,0.35,-0.3,-0.25
721,0.35,0.3,0.25,0.35,-0.3,0.0
722,0.35,0.3,0.25,0.35,-0.3,0.25
723,0.35,0.3,0.25,0.35,0.0,-0.25
724,0.35,0.3,0.25,0.35,0.0,0.0
725,0.35,0.3,0.25,0.35,0.0,0.25
726,0.35,0.3,0.25,0.35,0.3,-0.25
727,0.35,0.3,0.25,0.35,0.3,0.0
728,0.35,0.3,0.25,0.35,0.3,0.25
