x1,y1,z1,x3,y3,z3,x2,y2,z2
-0.10524161905050278,-0.32605076134204863,0.09405194669961929,-0.10191351920366287,-0.20535753071308135,0.0993839755654335,-0.10053557306528091,-0.10091617628932,0.10141216218471527
-0.12543860375881194,-0.3227015435695648,0.09421433806419373,-0.10328554213047028,-0.20500092804431916,0.09864460006356239,-0.10068463683128356,-0.10093848705291748,0.10143798515200615
-0.2093079209327698,-0.27724222242832186,0.08568171337246895,-0.10378575846552848,-0.09931589439511299,0.10123237818479539,-0.10375730842351913,-0.09934121444821357,0.10131649971008301
-0.2125832885503769,-0.27568172216415404,0.0859450250864029,-0.10361627340316773,-0.09885993748903274,0.10094431936740875,-0.12130346521735191,-0.19824538379907608,0.09854723736643792
-0.2124712273478508,-0.2757460236549377,0.08595731258392333,-0.1035975083708763,-0.09886204451322556,0.10094208121299744,-0.12124644368886947,-0.19828563779592515,0.09855814129114152
-0.21245410293340683,-0.27585925757884977,0.0859497219324112,-0.10358398929238319,-0.09886717349290848,0.10094229653477668,-0.1211788572371006,-0.19828820824623108,0.0985556811094284
-0.18205080330371856,-0.30054900646209715,0.09179738238453865,-0.10221332162618638,-0.09962952584028244,0.10067868307232856,-0.11812381893396377,-0.19974692910909653,0.0941885121166706
-0.07322193086147308,-0.3147544652223587,0.07214976102113724,-0.10012932270765304,-0.10033885464072227,0.10044452920556068,-0.09566092789173126,-0.20131217390298844,0.0936180330812931
0.0031341573456302287,-0.2646991819143295,0.04838775806128979,-0.09622535556554794,-0.09846152514219284,0.09696889743208885,-0.0721792683005333,-0.19326040148735046,0.08204672783613205
0.006399022741243243,-0.2606285184621811,0.04740421585738659,-0.09608289450407029,-0.09836366623640061,0.0968402311205864,-0.07135122865438462,-0.19272634536027908,0.08162946999073029
0.006284982711076736,-0.260711333155632,0.047450239211320876,-0.0961012914776802,-0.09838379248976707,0.09684950336813927,-0.07140787690877914,-0.1927587255835533,0.08164990618824959
0.006179425725713372,-0.2608222723007202,0.04748424142599106,-0.09612197354435921,-0.09841553643345832,0.09686866030097008,-0.07146077677607536,-0.19278582483530043,0.08167476281523704
-0.03706246912479401,-0.29386656582355497,0.04748209342360497,-0.09910221993923188,-0.09981822222471237,0.09887926578521729,-0.08628378361463547,-0.1989349290728569,0.08411904573440551
-0.03708648160099983,-0.2938690572977066,0.047508956491947175,-0.0991151824593544,-0.09981540739536285,0.09889752268791199,-0.08630349040031433,-0.19894118010997772,0.08414402231574059
-0.032517313957214355,-0.29341636002063753,0.050850285589694975,-0.09896492660045624,-0.09992999359965324,0.09897103607654571,-0.08406397849321365,-0.19904231578111647,0.08641708642244339
-0.021475251764059067,-0.2924677491188049,0.06044868268072605,-0.09852752834558487,-0.09998883157968522,0.09941525161266326,-0.0781968928873539,-0.19881334900856018,0.09135992303490639
-0.016691098175942897,-0.2927101969718933,0.06609752774238586,-0.0981381356716156,-0.09999165162444115,0.09960341528058052,-0.07574897557497025,-0.1982809618115425,0.09301282837986946
-0.011302084289491176,-0.2914321035146713,0.07280352115631103,-0.09766978099942207,-0.09941597580909729,0.09946345388889313,-0.07241117879748345,-0.19750719964504243,0.09586429223418236
-0.011325992550700903,-0.29146228134632113,0.07280015647411346,-0.0976750984787941,-0.09942509979009628,0.09946675822138787,-0.07242257967591285,-0.19750878661870958,0.09585505276918412
-0.014863133616745471,-0.29237329959869385,0.06885647922754287,-0.09792343080043793,-0.09979606047272682,0.09959414303302765,-0.07435433194041252,-0.1981288030743599,0.09410462602972984
-0.039706090837717055,-0.2980682164430618,0.047171398624777795,-0.09907193258404731,-0.09951548576354981,0.09882050082087517,-0.08552173376083375,-0.1979133740067482,0.08346981406211854
-0.053722114861011507,-0.2952574282884598,0.028888838551938533,-0.09959511160850525,-0.09997670352458954,0.09831872582435608,-0.09272591099143028,-0.19658218175172806,0.07531179636716842
-0.060618162527680396,-0.29334730803966524,0.020817737095057964,-0.10020499601960182,-0.0995856523513794,0.09778288528323173,-0.09565057530999184,-0.1944137841463089,0.07154766097664833
-0.06225961782038212,-0.2927992820739746,0.019333594292402268,-0.10043840259313583,-0.09947752058506013,0.097569989413023,-0.09632470905780792,-0.19407627284526824,0.07066220566630363
-0.062257371842861176,-0.29279499053955077,0.01935485880821943,-0.10043448209762573,-0.09948973953723908,0.09757612645626068,-0.0963058739900589,-0.1941400945186615,0.0706866778433323
-0.05234496332705021,-0.29326049983501434,0.03000209778547287,-0.09999190717935562,-0.10037810802459717,0.09816902577877044,-0.09415512233972549,-0.19559013992547988,0.07312240526080131
-0.05235577784478664,-0.29326215386390686,0.030018006078898908,-0.10000025480985641,-0.1004186987876892,0.09819242134690284,-0.09415003657341003,-0.1956065222620964,0.07312806248664856
-0.06452954113483429,-0.29432492852211,0.023218578100204466,-0.10004483163356781,-0.19579775184392928,0.07165837585926056,-0.10268024131655692,-0.0990363359451294,0.09744365364313126
-0.07557128705084323,-0.29434398114681243,0.022814239002764226,-0.1104760505259037,-0.18480627983808517,0.07247359380125999,-0.10706513598561287,-0.10831153467297554,0.0942953959107399
-0.08559123948216438,-0.294678145647049,0.023019422590732575,-0.11899778172373772,-0.19399894624948502,0.0685423344373703,-0.11113611683249473,-0.09839839413762093,0.09615582078695298
-0.0855481818318367,-0.2947052180767059,0.023073571920394897,-0.11897233799099922,-0.19398722499608995,0.06856389939785004,-0.11112757548689842,-0.09841761663556099,0.09616941437125207
-0.0854801170527935,-0.29471337199211123,0.02310681827366352,-0.11887559443712234,-0.19399923086166382,0.0686026506125927,-0.11110192760825158,-0.09843969866633415,0.09619411528110504
