ID,u1,u2,u3,u4,u5,u6
0,-0.11484047658657359,-0.1987041022148046,0.06297749569496763,0.19411843968182485,-0.09315372518995085,0.07910229202923597
1,-0.11154197894240044,-0.1972213785654407,0.0651120271509225,0.19035176443534702,-0.09129890883495824,0.07731376901470083
2,-0.10824348129822726,-0.19573865491607678,0.06724655860687737,0.18658508918886918,-0.08944409247996561,0.07552524600016569
3,-0.10494498365405411,-0.19425593126671287,0.06938109006283225,0.18281841394239134,-0.087589276124973,0.07373672298563055
4,-0.10164648600988094,-0.19277320761734898,0.07151562151878711,0.1790517386959135,-0.08573445976998037,0.07194819997109542
5,-0.09834798836570778,-0.19129048396798506,0.07365015297474198,0.17528506344943567,-0.08387964341498776,0.07015967695656028
6,-0.09504949072153462,-0.18980776031862115,0.07578468443069684,0.17151838820295787,-0.08202482705999513,0.06837115394202514
7,-0.09175099307736145,-0.18832503666925723,0.07791921588665172,0.16775171295648003,-0.08017001070500251,0.06658263092749
8,-0.0884524954331883,-0.18684231301989332,0.08005374734260659,0.1639850377100022,-0.07831519435000989,0.06479410791295487
9,-0.08515399778901514,-0.1853595893705294,0.08218827879856146,0.16021836246352436,-0.07646037799501727,0.06300558489841973
10,-0.08185550014484197,-0.1838768657211655,0.08432281025451632,0.15645168721704653,-0.07460556164002465,0.06121706188388459
11,-0.07855700250066881,-0.1823941420718016,0.0864573417104712,0.1526850119705687,-0.07275074528503203,0.05942853886934945
12,-0.07525850485649566,-0.1809114184224377,0.08859187316642607,0.14891833672409088,-0.0708959289300394,0.05764001585481431
13,-0.07196000721232249,-0.17942869477307377,0.09072640462238094,0.14515166147761305,-0.06904111257504679,0.055851492840279175
14,-0.06866150956814931,-0.17794597112370986,0.09286093607833582,0.1413849862311352,-0.06718629622005416,0.05406296982574403
15,-0.06536301192397617,-0.17646324747434594,0.09499546753429067,0.13761831098465738,-0.06533147986506155,0.0522744468112089
16,-0.062064514279803,-0.17498052382498203,0.09712999899024555,0.13385163573817954,-0.06347666351006892,0.05048592379667376
17,-0.05876601663562984,-0.1734978001756181,0.09926453044620043,0.1300849604917017,-0.0616218471550763,0.04869740078213862
18,-0.05546751899145668,-0.1720150765262542,0.10139906190215528,0.12631828524522387,-0.059767030800083686,0.04690887776760349
19,-0.05216902134728352,-0.1705323528768903,0.10353359335811016,0.12255160999874604,-0.057912214445091065,0.045120354753068345
20,-0.04887052370311036,-0.1690496292275264,0.10566812481406503,0.1187849347522682,-0.056057398090098444,0.04333183173853321
21,-0.045572026058937204,-0.16756690557816248,0.10780265627001989,0.11501825950579038,-0.05420258173510582,0.04154330872399808
22,-0.04227352841476403,-0.16608418192879856,0.10993718772597477,0.11125158425931254,-0.0523477653801132,0.039754785709462934
23,-0.03897503077059086,-0.16460145827943465,0.11207171918192962,0.10748490901283471,-0.05049294902512058,0.037966262694927796
24,-0.03567653312641772,-0.16311873463007076,0.1142062506378845,0.10371823376635689,-0.04863813267012796,0.03617773968039266
25,-0.03237803548224455,-0.16163601098070685,0.11634078209383937,0.09995155851987905,-0.04678331631513534,0.03438921666585752
26,-0.02907953783807138,-0.16015328733134293,0.11847531354979424,0.09618488327340122,-0.04492849996014272,0.032600693651322385
27,-0.025781040193898222,-0.15867056368197902,0.12060984500574912,0.09241820802692338,-0.0430736836051501,0.03081217063678724
28,-0.02248254254972505,-0.1571878400326151,0.12274437646170398,0.08865153278044555,-0.04121886725015747,0.029023647622252104
29,-0.01918404490555191,-0.15570511638325119,0.12487890791765885,0.08488485753396774,-0.039364050895164863,0.027235124607716973
30,-0.015885547261378738,-0.15422239273388727,0.1270134393736137,0.0811181822874899,-0.037509234540172236,0.025446601593181836
31,-0.012587049617205581,-0.15273966908452336,0.12914797082956858,0.07735150704101207,-0.035654418185179615,0.0236580785786467
32,-0.00928855197303241,-0.15125694543515944,0.13128250228552346,0.07358483179453422,-0.033799601830186994,0.021869555564111555
33,-0.005990054328859254,-0.14977422178579552,0.13341703374147834,0.06981815654805638,-0.03194478547519437,0.020081032549576418
34,-0.0026915566846860833,-0.14829149813643164,0.13555156519743322,0.06605148130157856,-0.030089969120201746,0.01829250953504128
35,0.0006069409594870734,-0.14680877448706772,0.13768609665338807,0.06228480605510073,-0.02823515276520913,0.016503986520506136
36,0.00390543860366023,-0.1453260508377038,0.13982062810934293,0.05851813080862292,-0.026380336410216518,0.014715463505971013
37,0.007203936247833387,-0.1438433271883399,0.1419551595652978,0.054751455562145085,-0.02452552005522389,0.012926940491435876
38,0.010502433892006557,-0.14236060353897598,0.14408969102125269,0.05098478031566722,-0.022670703700231276,0.011138417476900725
39,0.013800931536179728,-0.1408778798896121,0.14622422247720757,0.04721810506918939,-0.02081588734523865,0.009349894462365588
40,0.01709942918035287,-0.13939515624024817,0.14835875393316242,0.04345142982271155,-0.018961070990246034,0.0075613714478304506
41,0.02039792682452604,-0.13791243259088426,0.15049328538911727,0.039684754576233716,-0.017106254635253407,0.005772848433295313
42,0.023696424468699184,-0.13642970894152034,0.15262781684507215,0.03591807932975591,-0.015251438280260793,0.00398432541876019
43,0.026994922112872355,-0.13494698529215643,0.15476234830102703,0.03215140408327807,-0.013396621925268165,0.002195802404225039
44,0.030293419757045525,-0.13346426164279251,0.1568968797569819,0.028384728836800238,-0.011541805570275551,0.00040727938968990185
45,0.033591917401218696,-0.1319815379934286,0.15903141121293676,0.024618053590322403,-0.009686989215282923,-0.0013812436248452353
46,0.03689041504539187,-0.13049881434406468,0.16116594266889162,0.020851378343844568,-0.00783217286029031,-0.0031697666393803725
47,0.04018891268956501,-0.12901609069470077,0.1633004741248465,0.017084703097366732,-0.005977356505297682,-0.00495828965391551
48,0.04348741033373815,-0.12753336704533688,0.16543500558080138,0.013318027850888925,-0.004122540150305068,-0.006746812668450647
49,0.04678590797791132,-0.12605064339597297,0.16756953703675626,0.00955135260441109,-0.002267723795312454,-0.008535335682985784
50,0.050084405622084494,-0.12456791974660905,0.1697040684927111,0.0057846773579332544,-0.0004129074403198263,-0.010323858697520921
51,0.053382903266257664,-0.12308519609724514,0.17183859994866596,0.002018002111455419,0.0014419089146728015,-0.012112381712056058
52,0.056681400910430835,-0.12160247244788122,0.17397313140462084,-0.001748673135022416,0.0032967252696654153,-0.013900904726591196
53,0.05997989855460398,-0.12011974879851732,0.17610766286057572,-0.005515348381500251,0.005151541624658043,-0.015689427741126333
54,0.06327839619877715,-0.1186370251491534,0.1782421943165306,-0.009282023627978087,0.007006357979650657,-0.017477950755661484
55,0.06657689384295032,-0.11715430149978949,0.18037672577248548,-0.013048698874455922,0.008861174334643285,-0.01926647377019662
56,0.06987539148712349,-0.11567157785042557,0.18251125722844033,-0.016815374120933757,0.010715990689635913,-0.021054996784731758
57,0.07317388913129663,-0.11418885420106166,0.1846457886843952,-0.020582049367411592,0.012570807044628526,-0.022843519799266895
58,0.07647238677546978,-0.11270613055169777,0.18678032014035006,-0.024348724613889372,0.014425623399621126,-0.02463204281380202
59,0.07977088441964295,-0.11122340690233386,0.18891485159630492,-0.028115399860367207,0.016280439754613754,-0.026420565828337156
60,0.08306938206381612,-0.10974068325296994,0.1910493830522598,-0.03188207510684504,0.018135256109606382,-0.028209088842872293
61,0.08636787970798926,-0.10825795960360603,0.19318391450821468,-0.03564875035332288,0.019990072464598996,-0.02999761185740743
62,0.08966637735216243,-0.10677523595424211,0.19531844596416953,-0.03941542559980071,0.021844888819591624,-0.03178613487194257
63,0.0929648749963356,-0.10529251230487821,0.1974529774201244,-0.043182100846278576,0.023699705174584237,-0.03357465788647772
64,0.09626337264050877,-0.1038097886555143,0.1995875088760793,-0.04694877609275641,0.025554521529576865,-0.035363180901012856
65,0.09956187028468191,-0.10232706500615038,0.20172204033203414,-0.050715451339234247,0.02740933788456948,-0.03715170391554799
66,0.10286036792885508,-0.10084434135678647,0.20385657178798902,-0.05448212658571208,0.029264154239562107,-0.03894022693008313
67,0.10615886557302825,-0.09936161770742255,0.2059911032439439,-0.05824880183218989,0.031118970594554735,-0.04072874994461827
68,0.10945736321720143,-0.09787889405805865,0.20812563469989878,-0.062015477078667725,0.03297378694954736,-0.042517272959153404
69,0.1127558608613746,-0.09639617040869473,0.21026016615585363,-0.06578215232514556,0.03482860330453996,-0.044305795973688555
70,0.11605435850554774,-0.09491344675933082,0.21239469761180851,-0.0695488275716234,0.03668341965953259,-0.04609431898822369
71,0.11935285614972088,-0.09343072310996692,0.21452922906776337,-0.07331550281810117,0.03853823601452519,-0.0478828420027588
72,0.12265135379389405,-0.091947999460603,0.21666376052371822,-0.07708217806457901,0.04039305236951782,-0.04967136501729394
73,0.1259498514380672,-0.0904652758112391,0.2187982919796731,-0.08084885331105685,0.042247868724510446,-0.051459888031829076
74,0.12924834908224037,-0.08898255216187519,0.22093282343562798,-0.08461552855753468,0.04410268507950307,-0.053248411046364214
75,0.13254684672641354,-0.08749982851251127,0.22306735489158286,-0.08838220380401252,0.04595750143449567,-0.05503693406089938
76,0.1358453443705867,-0.08601710486314736,0.2252018863475377,-0.0921488790504904,0.0478123177894883,-0.056825457075434516
77,0.13914384201475988,-0.08453438121378344,0.2273364178034926,-0.09591555429696824,0.04966713414448093,-0.05861398008996965
78,0.14244233965893305,-0.08305165756441954,0.22947094925944747,-0.09968222954344608,0.05152195049947356,-0.06040250310450479
79,0.14574083730310622,-0.08156893391505562,0.23160548071540232,-0.10344890478992391,0.053376766854466184,-0.06219102611903993
80,0.14903933494727933,-0.08008621026569171,0.2337400121713572,-0.10721558003640175,0.055231583209458784,-0.06397954913357506
81,0.1523378325914525,-0.0786034866163278,0.23587454362731208,-0.11098225528287958,0.05708639956445141,-0.0657680721481102
82,0.15563633023562568,-0.07712076296696388,0.23800907508326694,-0.11474893052935742,0.05894121591944404,-0.06755659516264534
83,0.15893482787979885,-0.07563803931759996,0.24014360653922182,-0.11851560577583525,0.06079603227443667,-0.06934511817718048
84,0.16223332552397196,-0.07415531566823608,0.24227813799517667,-0.12228228102231303,0.06265084862942927,-0.07113364119171559
85,0.16553182316814513,-0.07267259201887216,0.24441266945113155,-0.12604895626879087,0.0645056649844219,-0.07292216420625075
86,0.1688303208123183,-0.07118986836950825,0.2465472009070864,-0.1298156315152687,0.06636048133941452,-0.07471068722078589
87,0.17212881845649147,-0.06970714472014433,0.24868173236304128,-0.13358230676174654,0.06821529769440712,-0.07649921023532102
88,0.17542731610066464,-0.06822442107078042,0.25081626381899613,-0.13734898200822437,0.07007011404939975,-0.07828773324985616
89,0.1787258137448378,-0.0667416974214165,0.252950795274951,-0.1411156572547022,0.07192493040439238,-0.0800762562643913
90,0.18202431138901098,-0.06525897377205259,0.2550853267309059,-0.14488233250118004,0.073779746759385,-0.08186477927892644
